"","date","m1","m2","m3","m6","pfs12","y1","y2","y3","y4","y5"
"533",2005-05-01,2.7492,2.862,2.9628,3.138,"1.0058",3.37,3.546,3.595,3.651,3.714
"534",2005-06-01,2.9832,3.0684,3.09,3.3072,"0.9369",3.49,3.603,3.616,3.656,3.673
"535",2005-07-01,3.2268,3.2928,3.384,3.6432,"0.8348",3.85,3.957,4.02,4.09,4.094
"536",2005-08-01,3.3792,3.3732,3.4908,3.6924,"0.8332",3.722,3.785,3.79,3.803,3.821
"537",2005-09-01,3.1248,3.3384,3.5316,3.8796,"1.2307",4.062,4.124,4.134,4.157,4.149
"538",2005-10-01,3.6948,3.7404,3.8688,4.2048,"0.7801",4.31,4.336,4.377,4.403,4.398
"539",2005-11-01,3.9684,3.8016,3.9312,4.2612,"0.6276",4.394,4.359,4.345,4.362,4.364
"540",2005-12-01,3.9876,3.9708,4.0584,4.3176,"0.7126",4.389,4.323,4.317,4.312,4.292
"541",2006-01-01,4.3248,4.2804,4.4436,4.53,"0.4358",4.545,4.468,4.434,4.451,4.408
"542",2006-02-01,4.4208,4.5252,4.5948,4.686,"0.3932",4.679,4.617,4.598,4.588,4.54
"543",2006-03-01,4.59,4.5876,4.5756,4.758,"0.2905",4.81,4.751,4.75,4.764,4.751
"544",2006-04-01,4.6104,4.68,4.7724,4.8504,"0.3083",4.854,4.775,4.8,4.836,4.846
"545",2006-05-01,4.7304,4.7724,4.812,5.01,"0.2001",5.034,4.962,4.95,4.956,4.969
"546",2006-06-01,4.6812,4.884,4.95,5.1624,"0.251",5.206,5.079,5.05,5.017,5.026
"547",2006-07-01,5.0364,4.9548,5.0616,5.0892,"-0.1169",5.043,4.887,4.846,4.814,4.844
"548",2006-08-01,5.0964,4.9536,4.9932,5.0484,"-0.1714",4.927,4.706,4.634,4.625,4.627
"549",2006-09-01,4.5576,4.7364,4.8528,4.944,"0.2905",4.866,4.601,4.541,4.519,4.512
"550",2006-10-01,5.148,5.0616,5.0148,5.0388,"-0.393",4.853,4.626,4.535,4.504,4.501
"551",2006-11-01,5.2188,4.9332,4.9968,5.028,"-0.5621",4.805,4.546,4.428,4.387,4.384
"552",2006-12-01,4.7124,4.9332,4.986,5.0196,"-0.1862",4.937,4.716,4.647,4.624,4.622
"553",2007-01-01,4.9656,5.0556,5.0688,5.07,"-0.5941",4.985,4.846,4.759,4.723,4.739
"554",2007-02-01,5.2188,5.1204,5.094,5.028,"-1.1301",4.833,4.576,4.493,4.461,4.46
"555",2007-03-01,5.0484,4.9968,4.9956,4.986,"-1.2222",4.817,4.497,4.472,4.475,4.467
"556",2007-04-01,4.752,4.8276,4.8744,4.9452,"-1.2434",4.873,4.524,4.449,4.445,4.452
"557",2007-05-01,4.7508,4.68,4.6884,4.8828,"-1.5402",4.964,4.847,4.787,4.786,4.787
"558",2007-06-01,4.5288,4.6488,4.7604,4.8612,"-1.5518",4.937,4.777,4.8,4.842,4.857
"559",2007-07-01,5.1024,4.8528,4.8996,4.8984,"-2.3617",4.718,4.458,4.438,4.487,4.51
"560",2007-08-01,4.1736,4.0092,4.1148,4.188,"-1.7314",4.362,4.099,4.129,4.197,4.221
"561",2007-09-01,3.4404,3.6792,3.7776,4.0224,"-1.2074",4.036,3.916,4.011,4.124,4.206
"562",2007-10-01,3.9684,3.954,3.8904,4.0332,"-1.9418",4.026,3.895,3.927,4.051,4.133
"563",2007-11-01,3.6528,3.0372,3.1332,3.3312,"-1.947",3.129,2.982,3.034,3.265,3.373
"564",2007-12-01,2.856,3.0012,3.2244,3.4548,"-1.4521",3.271,3.024,3.022,3.286,3.431
"565",2008-01-01,1.572,1.7556,1.9296,2.0424,"-0.4053",2.078,2.08,2.193,2.539,2.767
"566",2008-02-01,2.0688,1.8468,1.8276,1.8012,"#N/A",1.687,1.616,1.84,2.212,2.483
"567",2008-03-01,1.2372,1.2888,1.3608,1.4904,"#N/A",1.461,1.586,1.748,2.217,2.453
"568",2008-04-01,1.176,1.278,1.38,1.6176,"#N/A",1.91,2.253,2.463,2.839,3.019
"569",2008-05-01,1.9476,1.9188,1.8792,2.0064,"#N/A",2.262,2.623,2.936,3.266,3.421
"570",2008-06-01,1.6932,1.7352,1.8696,2.1492,"#N/A",2.366,2.605,2.909,3.188,3.33
"571",2008-07-01,1.5204,1.6032,1.6656,1.8636,"#N/A",2.256,2.494,2.805,3.05,3.243
"572",2008-08-01,1.6632,1.6128,1.716,1.9248,"#N/A",2.153,2.344,2.623,2.885,3.087
"573",2008-09-01,0.9636,1.0752,0.6696,1.608,"#N/A",1.807,1.953,2.286,2.669,2.993
"574",2008-10-01,0.1188,0.2532,0.4356,0.9348,"#N/A",1.431,1.336,1.816,2.138,2.838
"575",2008-11-01,0.03,0.03,0.03,0.4356,"#N/A",0.851,0.992,1.264,1.23,1.925
"576",2008-12-01,0.0096,0.0072,0.1116,0.264,"#N/A",0.41,0.538,0.998,1.029,1.575
