stazione_id,data,inquinante,valore
2,2019/04/17,PM10,25
2,2019/04/17,PM25,18
2,2019/04/17,NO2,67
2,2019/04/17,O3,106
2,2019/04/17,C6H6,
6,2019/04/17,PM10,22
6,2019/04/17,PM25,21
6,2019/04/17,NO2,75
6,2019/04/17,CO_8h,0.8
6,2019/04/17,C6H6,
7,2019/04/17,PM10,
7,2019/04/17,NO2,
7,2019/04/17,O3,
8,2019/04/17,NO2,
8,2019/04/17,CO_8h,
8,2019/04/17,C6H6,
1,2019/04/18,NO2,
3,2019/04/18,NO2,103
3,2019/04/18,CO_8h,1.1
4,2019/04/18,PM10,35
4,2019/04/18,NO2,150
4,2019/04/18,CO_8h,1.2
4,2019/04/18,C6H6,2.5
5,2019/04/18,NO2,
5,2019/04/18,O3,
2,2019/04/18,SO2,2.5
2,2019/04/18,PM10,33
2,2019/04/18,PM25,25
2,2019/04/18,NO2,92
2,2019/04/18,O3,100
2,2019/04/18,C6H6,2.1
6,2019/04/18,PM10,41
6,2019/04/18,PM25,29
6,2019/04/18,NO2,63
6,2019/04/18,CO_8h,0.9
6,2019/04/18,C6H6,
7,2019/04/18,PM10,33
7,2019/04/18,NO2,
7,2019/04/18,O3,
8,2019/04/18,NO2,
8,2019/04/18,CO_8h,
8,2019/04/18,C6H6,
1,2019/04/19,NO2,
3,2019/04/19,NO2,82
3,2019/04/19,CO_8h,1.1
4,2019/04/19,PM10,39
4,2019/04/19,NO2,114
4,2019/04/19,CO_8h,1.2
4,2019/04/19,C6H6,2.1
5,2019/04/19,NO2,
5,2019/04/19,O3,
2,2019/04/19,SO2,2.5
2,2019/04/19,PM10,29
2,2019/04/19,PM25,22
2,2019/04/19,NO2,84
2,2019/04/19,O3,122
2,2019/04/19,C6H6,1
6,2019/04/19,PM10,40
6,2019/04/19,PM25,24
6,2019/04/19,NO2,54
6,2019/04/19,CO_8h,0.8
6,2019/04/19,C6H6,
7,2019/04/19,PM10,33
7,2019/04/19,NO2,96
7,2019/04/19,O3,110
8,2019/04/19,NO2,
8,2019/04/19,CO_8h,
8,2019/04/19,C6H6,
1,2019/04/23,NO2,
3,2019/04/23,NO2,16
3,2019/04/23,CO_8h,0.5
4,2019/04/23,PM10,28
4,2019/04/23,NO2,42
4,2019/04/23,CO_8h,0.8
4,2019/04/23,C6H6,0.5
5,2019/04/23,NO2,
5,2019/04/23,O3,
2,2019/04/23,SO2,2.5
2,2019/04/23,PM10,
2,2019/04/23,PM25,
2,2019/04/23,NO2,21
2,2019/04/23,O3,114
2,2019/04/23,C6H6,0.5
6,2019/04/23,PM10,25
6,2019/04/23,PM25,15
6,2019/04/23,NO2,17
6,2019/04/23,CO_8h,0.25
6,2019/04/23,C6H6,
7,2019/04/23,PM10,19
7,2019/04/23,NO2,22
7,2019/04/23,O3,117
8,2019/04/23,NO2,
8,2019/04/23,CO_8h,
8,2019/04/23,C6H6,
1,2019/04/24,NO2,
3,2019/04/24,NO2,41
3,2019/04/24,CO_8h,0.6
4,2019/04/24,PM10,17
4,2019/04/24,NO2,59
4,2019/04/24,CO_8h,0.9
4,2019/04/24,C6H6,1
5,2019/04/24,NO2,
5,2019/04/24,O3,
2,2019/04/24,SO2,2.5
2,2019/04/24,PM10,11
2,2019/04/24,PM25,8
2,2019/04/24,NO2,39
2,2019/04/24,O3,69
2,2019/04/24,C6H6,0.5
6,2019/04/24,PM10,10
6,2019/04/24,PM25,6
6,2019/04/24,NO2,34
6,2019/04/24,CO_8h,0.5
6,2019/04/24,C6H6,
7,2019/04/24,PM10,11
7,2019/04/24,NO2,60
7,2019/04/24,O3,80
8,2019/04/24,NO2,
8,2019/04/24,CO_8h,
8,2019/04/24,C6H6,
1,2019/04/29,NO2,
3,2019/04/29,NO2,26
3,2019/04/29,CO_8h,0.25
4,2019/04/29,PM10,5
4,2019/04/29,NO2,50
4,2019/04/29,CO_8h,0.7
4,2019/04/29,C6H6,0.5
5,2019/04/29,NO2,
5,2019/04/29,O3,
2,2019/04/29,SO2,2.5
2,2019/04/29,PM10,
2,2019/04/29,PM25,
2,2019/04/29,NO2,29
2,2019/04/29,O3,93
2,2019/04/29,C6H6,0.5
6,2019/04/29,PM10,12
6,2019/04/29,PM25,9
6,2019/04/29,NO2,22
6,2019/04/29,CO_8h,0.25
6,2019/04/29,C6H6,0.5
7,2019/04/29,PM10,6
7,2019/04/29,NO2,28
7,2019/04/29,O3,93
8,2019/04/29,NO2,
8,2019/04/29,CO_8h,
8,2019/04/29,C6H6,
1,2019/04/30,NO2,
3,2019/04/30,NO2,48
3,2019/04/30,CO_8h,0.5
4,2019/04/30,PM10,13
4,2019/04/30,NO2,70
4,2019/04/30,CO_8h,0.9
4,2019/04/30,C6H6,0.5
5,2019/04/30,NO2,
5,2019/04/30,O3,
2,2019/04/30,SO2,2.5
2,2019/04/30,PM10,
2,2019/04/30,PM25,
2,2019/04/30,NO2,46
2,2019/04/30,O3,79
2,2019/04/30,C6H6,0.5
6,2019/04/30,PM10,13
6,2019/04/30,PM25,7
6,2019/04/30,NO2,33
6,2019/04/30,CO_8h,0.25
6,2019/04/30,C6H6,
7,2019/04/30,PM10,9
7,2019/04/30,NO2,49
7,2019/04/30,O3,85
8,2019/04/30,NO2,
8,2019/04/30,CO_8h,
8,2019/04/30,C6H6,
1,2019/05/02,NO2,
3,2019/05/02,NO2,44
3,2019/05/02,CO_8h,0.7
4,2019/05/02,PM10,16
4,2019/05/02,NO2,63
4,2019/05/02,CO_8h,0.8
4,2019/05/02,C6H6,0.5
5,2019/05/02,NO2,
5,2019/05/02,O3,
2,2019/05/02,SO2,16
2,2019/05/02,PM10,15
2,2019/05/02,PM25,9
2,2019/05/02,NO2,38
2,2019/05/02,O3,114
2,2019/05/02,C6H6,0.5
6,2019/05/02,PM10,19
6,2019/05/02,PM25,8
6,2019/05/02,NO2,32
6,2019/05/02,CO_8h,0.6
6,2019/05/02,C6H6,
7,2019/05/02,PM10,14
7,2019/05/02,NO2,50
7,2019/05/02,O3,118
8,2019/05/02,NO2,
8,2019/05/02,CO_8h,
8,2019/05/02,C6H6,
1,2019/05/03,NO2,
3,2019/05/03,NO2,52
3,2019/05/03,CO_8h,0.5
4,2019/05/03,PM10,19
4,2019/05/03,NO2,58
4,2019/05/03,CO_8h,0.8
4,2019/05/03,C6H6,0.5
5,2019/05/03,NO2,
5,2019/05/03,O3,
2,2019/05/03,SO2,5
2,2019/05/03,PM10,17
2,2019/05/03,PM25,9
2,2019/05/03,NO2,29
2,2019/05/03,O3,101
2,2019/05/03,C6H6,0.5
6,2019/05/03,PM10,19
6,2019/05/03,PM25,7
6,2019/05/03,NO2,28
6,2019/05/03,CO_8h,0.5
6,2019/05/03,C6H6,
7,2019/05/03,PM10,16
7,2019/05/03,NO2,47
7,2019/05/03,O3,98
8,2019/05/03,NO2,
8,2019/05/03,CO_8h,
8,2019/05/03,C6H6,
1,2019/05/03,NO2,
3,2019/05/03,NO2,52
3,2019/05/03,CO_8h,0.5
4,2019/05/03,PM10,19
4,2019/05/03,NO2,58
4,2019/05/03,CO_8h,0.8
4,2019/05/03,C6H6,0.5
5,2019/05/03,NO2,
5,2019/05/03,O3,
2,2019/05/03,SO2,5
2,2019/05/03,PM10,17
2,2019/05/03,PM25,9
2,2019/05/03,NO2,29
2,2019/05/03,O3,101
2,2019/05/03,C6H6,0.5
6,2019/05/03,PM10,19
6,2019/05/03,PM25,7
6,2019/05/03,NO2,28
6,2019/05/03,CO_8h,0.5
6,2019/05/03,C6H6,
7,2019/05/03,PM10,16
7,2019/05/03,NO2,47
7,2019/05/03,O3,98
8,2019/05/03,NO2,
8,2019/05/03,CO_8h,
8,2019/05/03,C6H6,
1,2019/05/06,NO2,
3,2019/05/06,NO2,23
3,2019/05/06,CO_8h,0.6
4,2019/05/06,PM10,4
4,2019/05/06,NO2,51
4,2019/05/06,CO_8h,0.25
4,2019/05/06,C6H6,0.5
5,2019/05/06,NO2,
5,2019/05/06,O3,
2,2019/05/06,SO2,2.5
2,2019/05/06,PM10,4
2,2019/05/06,PM25,3
2,2019/05/06,NO2,23
2,2019/05/06,O3,69
2,2019/05/06,C6H6,0.5
6,2019/05/06,PM10,10
6,2019/05/06,PM25,6
6,2019/05/06,NO2,20
6,2019/05/06,CO_8h,0.5
6,2019/05/06,C6H6,
7,2019/05/06,PM10,
7,2019/05/06,NO2,31
7,2019/05/06,O3,79
8,2019/05/06,NO2,
8,2019/05/06,CO_8h,
8,2019/05/06,C6H6,
1,2019/05/07,NO2,
3,2019/05/07,NO2,74
3,2019/05/07,CO_8h,0.7
4,2019/05/07,PM10,10
4,2019/05/07,NO2,115
4,2019/05/07,CO_8h,0.5
4,2019/05/07,C6H6,1.3
5,2019/05/07,NO2,
5,2019/05/07,O3,
2,2019/05/07,SO2,5
2,2019/05/07,PM10,8
2,2019/05/07,PM25,6
2,2019/05/07,NO2,47
2,2019/05/07,O3,85
2,2019/05/07,C6H6,0.5
6,2019/05/07,PM10,17
6,2019/05/07,PM25,9
6,2019/05/07,NO2,36
6,2019/05/07,CO_8h,0.6
6,2019/05/07,C6H6,
7,2019/05/07,PM10,11
7,2019/05/07,NO2,67
7,2019/05/07,O3,91
8,2019/05/07,NO2,
8,2019/05/07,CO_8h,
8,2019/05/07,C6H6,
1,2019/05/07,NO2,
3,2019/05/07,NO2,74
3,2019/05/07,CO_8h,0.7
4,2019/05/07,PM10,10
4,2019/05/07,NO2,115
4,2019/05/07,CO_8h,0.5
4,2019/05/07,C6H6,1.3
5,2019/05/07,NO2,
5,2019/05/07,O3,
2,2019/05/07,SO2,5
2,2019/05/07,PM10,8
2,2019/05/07,PM25,6
2,2019/05/07,NO2,47
2,2019/05/07,O3,85
2,2019/05/07,C6H6,0.5
6,2019/05/07,PM10,17
6,2019/05/07,PM25,9
6,2019/05/07,NO2,36
6,2019/05/07,CO_8h,0.6
6,2019/05/07,C6H6,
7,2019/05/07,PM10,11
7,2019/05/07,NO2,67
7,2019/05/07,O3,91
8,2019/05/07,NO2,
8,2019/05/07,CO_8h,
8,2019/05/07,C6H6,
1,2019/05/08,NO2,
3,2019/05/08,NO2,53
3,2019/05/08,CO_8h,0.7
4,2019/05/08,PM10,18
4,2019/05/08,NO2,101
4,2019/05/08,CO_8h,0.6
4,2019/05/08,C6H6,1.3
5,2019/05/08,NO2,
5,2019/05/08,O3,
2,2019/05/08,SO2,6
2,2019/05/08,PM10,14
2,2019/05/08,PM25,8
2,2019/05/08,NO2,57
2,2019/05/08,O3,100
2,2019/05/08,C6H6,0.5
6,2019/05/08,PM10,13
6,2019/05/08,PM25,9
6,2019/05/08,NO2,40
6,2019/05/08,CO_8h,0.7
6,2019/05/08,C6H6,
7,2019/05/08,PM10,13
7,2019/05/08,NO2,71
7,2019/05/08,O3,101
8,2019/05/08,NO2,
8,2019/05/08,CO_8h,
8,2019/05/08,C6H6,
1,2019/05/09,NO2,
3,2019/05/09,NO2,62
3,2019/05/09,CO_8h,0.9
4,2019/05/09,PM10,27
4,2019/05/09,NO2,94
4,2019/05/09,CO_8h,0.7
4,2019/05/09,C6H6,1.7
5,2019/05/09,NO2,
5,2019/05/09,O3,
2,2019/05/09,SO2,2.5
2,2019/05/09,PM10,21
2,2019/05/09,PM25,14
2,2019/05/09,NO2,53
2,2019/05/09,O3,79
2,2019/05/09,C6H6,0.5
6,2019/05/09,PM10,26
6,2019/05/09,PM25,14
6,2019/05/09,NO2,40
6,2019/05/09,CO_8h,1
6,2019/05/09,C6H6,
7,2019/05/09,PM10,22
7,2019/05/09,NO2,82
7,2019/05/09,O3,83
8,2019/05/09,NO2,
8,2019/05/09,CO_8h,
8,2019/05/09,C6H6,
1,2019/05/10,NO2,
3,2019/05/10,NO2,71
3,2019/05/10,CO_8h,0.9
4,2019/05/10,PM10,13
4,2019/05/10,NO2,104
4,2019/05/10,CO_8h,0.6
4,2019/05/10,C6H6,1.2
5,2019/05/10,NO2,
5,2019/05/10,O3,
2,2019/05/10,SO2,2.5
2,2019/05/10,PM10,11
2,2019/05/10,PM25,8
2,2019/05/10,NO2,62
2,2019/05/10,O3,88
2,2019/05/10,C6H6,0.5
6,2019/05/10,PM10,15
6,2019/05/10,PM25,9
6,2019/05/10,NO2,40
6,2019/05/10,CO_8h,1.3
6,2019/05/10,C6H6,
7,2019/05/10,PM10,12
7,2019/05/10,NO2,85
7,2019/05/10,O3,92
8,2019/05/10,NO2,
8,2019/05/10,CO_8h,
8,2019/05/10,C6H6,
1,2019/05/13,NO2,
3,2019/05/13,NO2,20
3,2019/05/13,CO_8h,0.6
4,2019/05/13,PM10,9
4,2019/05/13,NO2,54
4,2019/05/13,CO_8h,0.5
4,2019/05/13,C6H6,0.5
5,2019/05/13,NO2,
5,2019/05/13,O3,
2,2019/05/13,SO2,2.5
2,2019/05/13,PM10,6
2,2019/05/13,PM25,5
2,2019/05/13,NO2,28
2,2019/05/13,O3,66
2,2019/05/13,C6H6,0.5
6,2019/05/13,PM10,12
6,2019/05/13,PM25,7
6,2019/05/13,NO2,19
6,2019/05/13,CO_8h,1.2
6,2019/05/13,C6H6,
7,2019/05/13,PM10,8
7,2019/05/13,NO2,34
7,2019/05/13,O3,76
8,2019/05/13,NO2,
8,2019/05/13,CO_8h,
8,2019/05/13,C6H6,
1,2019/05/14,NO2,
3,2019/05/14,NO2,52
3,2019/05/14,CO_8h,0.5
4,2019/05/14,PM10,12
4,2019/05/14,NO2,83
4,2019/05/14,CO_8h,0.6
4,2019/05/14,C6H6,1.4
5,2019/05/14,NO2,
5,2019/05/14,O3,
2,2019/05/14,SO2,2.5
2,2019/05/14,PM10,10
2,2019/05/14,PM25,6
2,2019/05/14,NO2,52
2,2019/05/14,O3,80
2,2019/05/14,C6H6,0.5
6,2019/05/14,PM10,15
6,2019/05/14,PM25,7
6,2019/05/14,NO2,36
6,2019/05/14,CO_8h,0.8
6,2019/05/14,C6H6,
7,2019/05/14,PM10,12
7,2019/05/14,NO2,69
7,2019/05/14,O3,81
8,2019/05/14,NO2,
8,2019/05/14,CO_8h,
8,2019/05/14,C6H6,
1,2019/05/15,NO2,
3,2019/05/15,NO2,46
3,2019/05/15,CO_8h,0.7
4,2019/05/15,PM10,21
4,2019/05/15,NO2,99
4,2019/05/15,CO_8h,0.8
4,2019/05/15,C6H6,2
5,2019/05/15,NO2,
5,2019/05/15,O3,
2,2019/05/15,SO2,5
2,2019/05/15,PM10,16
2,2019/05/15,PM25,11
2,2019/05/15,NO2,51
2,2019/05/15,O3,92
2,2019/05/15,C6H6,1.1
6,2019/05/15,PM10,24
6,2019/05/15,PM25,14
6,2019/05/15,NO2,38
6,2019/05/15,CO_8h,0.9
6,2019/05/15,C6H6,
7,2019/05/15,PM10,
7,2019/05/15,NO2,76
7,2019/05/15,O3,90
8,2019/05/15,NO2,
8,2019/05/15,CO_8h,
8,2019/05/15,C6H6,
1,2019/05/16,NO2,
3,2019/05/16,NO2,49
3,2019/05/16,CO_8h,0.5
4,2019/05/16,PM10,17
4,2019/05/16,NO2,87
4,2019/05/16,CO_8h,0.6
4,2019/05/16,C6H6,1.4
5,2019/05/16,NO2,
5,2019/05/16,O3,
2,2019/05/16,SO2,2.5
2,2019/05/16,PM10,13
2,2019/05/16,PM25,8
2,2019/05/16,NO2,51
2,2019/05/16,O3,76
2,2019/05/16,C6H6,0.5
6,2019/05/16,PM10,17
6,2019/05/16,PM25,9
6,2019/05/16,NO2,35
6,2019/05/16,CO_8h,0.9
6,2019/05/16,C6H6,
7,2019/05/16,PM10,
7,2019/05/16,NO2,67
7,2019/05/16,O3,76
8,2019/05/16,NO2,
8,2019/05/16,CO_8h,
8,2019/05/16,C6H6,
1,2019/05/17,NO2,
3,2019/05/17,NO2,39
3,2019/05/17,CO_8h,0.5
4,2019/05/17,PM10,21
4,2019/05/17,NO2,81
4,2019/05/17,CO_8h,0.7
4,2019/05/17,C6H6,2
5,2019/05/17,NO2,
5,2019/05/17,O3,
2,2019/05/17,SO2,5
2,2019/05/17,PM10,17
2,2019/05/17,PM25,12
2,2019/05/17,NO2,55
2,2019/05/17,O3,98
2,2019/05/17,C6H6,0.5
6,2019/05/17,PM10,24
6,2019/05/17,PM25,14
6,2019/05/17,NO2,32
6,2019/05/17,CO_8h,1.1
6,2019/05/17,C6H6,
7,2019/05/17,PM10,15
7,2019/05/17,NO2,64
7,2019/05/17,O3,92
8,2019/05/17,NO2,
8,2019/05/17,CO_8h,
8,2019/05/17,C6H6,
1,2019/05/20,NO2,
3,2019/05/20,NO2,48
3,2019/05/20,CO_8h,0.7
4,2019/05/20,PM10,12
4,2019/05/20,NO2,66
4,2019/05/20,CO_8h,0.6
4,2019/05/20,C6H6,1
5,2019/05/20,NO2,
5,2019/05/20,O3,
2,2019/05/20,SO2,2.5
2,2019/05/20,PM10,9
2,2019/05/20,PM25,7
2,2019/05/20,NO2,35
2,2019/05/20,O3,59
2,2019/05/20,C6H6,0.5
6,2019/05/20,PM10,14
6,2019/05/20,PM25,15
6,2019/05/20,NO2,24
6,2019/05/20,CO_8h,0.6
6,2019/05/20,C6H6,0.5
7,2019/05/20,PM10,9
7,2019/05/20,NO2,53
7,2019/05/20,O3,71
8,2019/05/20,NO2,
8,2019/05/20,CO_8h,
8,2019/05/20,C6H6,
1,2019/05/21,NO2,
3,2019/05/21,NO2,33
3,2019/05/21,CO_8h,0.8
4,2019/05/21,PM10,14
4,2019/05/21,NO2,57
4,2019/05/21,CO_8h,0.6
4,2019/05/21,C6H6,1
5,2019/05/21,NO2,
5,2019/05/21,O3,
2,2019/05/21,SO2,2.5
2,2019/05/21,PM10,12
2,2019/05/21,PM25,9
2,2019/05/21,NO2,40
2,2019/05/21,O3,68
2,2019/05/21,C6H6,0.5
6,2019/05/21,PM10,17
6,2019/05/21,PM25,12
6,2019/05/21,NO2,26
6,2019/05/21,CO_8h,0.7
6,2019/05/21,C6H6,0.5
7,2019/05/21,PM10,12
7,2019/05/21,NO2,54
7,2019/05/21,O3,73
8,2019/05/21,NO2,
8,2019/05/21,CO_8h,
8,2019/05/21,C6H6,
1,2019/05/22,NO2,
3,2019/05/22,NO2,42
3,2019/05/22,CO_8h,0.7
4,2019/05/22,PM10,13
4,2019/05/22,NO2,66
4,2019/05/22,CO_8h,0.5
4,2019/05/22,C6H6,0.5
5,2019/05/22,NO2,
5,2019/05/22,O3,
2,2019/05/22,SO2,2.5
2,2019/05/22,PM10,11
2,2019/05/22,PM25,8
2,2019/05/22,NO2,
2,2019/05/22,O3,92
2,2019/05/22,C6H6,0.5
6,2019/05/22,PM10,17
6,2019/05/22,PM25,8
6,2019/05/22,NO2,25
6,2019/05/22,CO_8h,0.6
6,2019/05/22,C6H6,0.5
7,2019/05/22,PM10,14
7,2019/05/22,NO2,46
7,2019/05/22,O3,94
8,2019/05/22,NO2,
8,2019/05/22,CO_8h,
8,2019/05/22,C6H6,
1,2019/05/23,NO2,
3,2019/05/23,NO2,27
3,2019/05/23,CO_8h,0.7
4,2019/05/23,PM10,17
4,2019/05/23,NO2,52
4,2019/05/23,CO_8h,0.6
4,2019/05/23,C6H6,0.5
5,2019/05/23,NO2,
5,2019/05/23,O3,
2,2019/05/23,SO2,7
2,2019/05/23,PM10,15
2,2019/05/23,PM25,9
2,2019/05/23,NO2,
2,2019/05/23,O3,109
2,2019/05/23,C6H6,0.5
6,2019/05/23,PM10,19
6,2019/05/23,PM25,11
6,2019/05/23,NO2,27
6,2019/05/23,CO_8h,0.7
6,2019/05/23,C6H6,0.5
7,2019/05/23,PM10,17
7,2019/05/23,NO2,55
7,2019/05/23,O3,113
8,2019/05/23,NO2,
8,2019/05/23,CO_8h,
8,2019/05/23,C6H6,
1,2019/05/24,NO2,
3,2019/05/24,NO2,39
3,2019/05/24,CO_8h,0.8
4,2019/05/24,PM10,25
4,2019/05/24,NO2,71
4,2019/05/24,CO_8h,0.7
4,2019/05/24,C6H6,1
5,2019/05/24,NO2,
5,2019/05/24,O3,
2,2019/05/24,SO2,2.525
2,2019/05/24,PM10,17
2,2019/05/24,PM25,11
2,2019/05/24,NO2,
2,2019/05/24,O3,140
2,2019/05/24,C6H6,
6,2019/05/24,PM10,24
6,2019/05/24,PM25,14
6,2019/05/24,NO2,34
6,2019/05/24,CO_8h,0.7
6,2019/05/24,C6H6,0.5
7,2019/05/24,PM10,18
7,2019/05/24,NO2,64
7,2019/05/24,O3,117
8,2019/05/24,NO2,
8,2019/05/24,CO_8h,
8,2019/05/24,C6H6,
1,2019/05/27,NO2,
3,2019/05/27,NO2,61
3,2019/05/27,CO_8h,0.8
4,2019/05/27,PM10,15
4,2019/05/27,NO2,61
4,2019/05/27,CO_8h,0.5
4,2019/05/27,C6H6,0.5
5,2019/05/27,NO2,
5,2019/05/27,O3,
2,2019/05/27,SO2,2.5
2,2019/05/27,PM10,10
2,2019/05/27,PM25,8
2,2019/05/27,NO2,
2,2019/05/27,O3,105
2,2019/05/27,C6H6,0.5
6,2019/05/27,PM10,13
6,2019/05/27,PM25,8
6,2019/05/27,NO2,
6,2019/05/27,CO_8h,0.6
6,2019/05/27,C6H6,0.5
7,2019/05/27,PM10,11
7,2019/05/27,NO2,30
7,2019/05/27,O3,115
8,2019/05/27,NO2,
8,2019/05/27,CO_8h,
8,2019/05/27,C6H6,
1,2019/05/28,NO2,
3,2019/05/28,NO2,90
3,2019/05/28,CO_8h,1.1
4,2019/05/28,PM10,20
4,2019/05/28,NO2,81
4,2019/05/28,CO_8h,0.7
4,2019/05/28,C6H6,
5,2019/05/28,NO2,
5,2019/05/28,O3,
2,2019/05/28,SO2,2.5
2,2019/05/28,PM10,13
2,2019/05/28,PM25,9
2,2019/05/28,NO2,
2,2019/05/28,O3,77
2,2019/05/28,C6H6,0.5
6,2019/05/28,PM10,17
6,2019/05/28,PM25,13
6,2019/05/28,NO2,55
6,2019/05/28,CO_8h,0.7
6,2019/05/28,C6H6,0.5
7,2019/05/28,PM10,14
7,2019/05/28,NO2,34
7,2019/05/28,O3,77
8,2019/05/28,NO2,
8,2019/05/28,CO_8h,
8,2019/05/28,C6H6,
1,2019/05/29,NO2,
3,2019/05/29,NO2,
3,2019/05/29,CO_8h,1.1
4,2019/05/29,PM10,
4,2019/05/29,NO2,61
4,2019/05/29,CO_8h,0.5
4,2019/05/29,C6H6,
5,2019/05/29,NO2,
5,2019/05/29,O3,
2,2019/05/29,SO2,2.5
2,2019/05/29,PM10,11
2,2019/05/29,PM25,8
2,2019/05/29,NO2,
2,2019/05/29,O3,87
2,2019/05/29,C6H6,0.5
6,2019/05/29,PM10,20
6,2019/05/29,PM25,17
6,2019/05/29,NO2,
6,2019/05/29,CO_8h,0.7
6,2019/05/29,C6H6,0.5
7,2019/05/29,PM10,13
7,2019/05/29,NO2,57
7,2019/05/29,O3,89
8,2019/05/29,NO2,
8,2019/05/29,CO_8h,
8,2019/05/29,C6H6,
1,2019/05/30,NO2,
3,2019/05/30,NO2,
3,2019/05/30,CO_8h,0.7
4,2019/05/30,PM10,
4,2019/05/30,NO2,57
4,2019/05/30,CO_8h,0.5
4,2019/05/30,C6H6,0.5
5,2019/05/30,NO2,
5,2019/05/30,O3,
2,2019/05/30,SO2,2.5
2,2019/05/30,PM10,7
2,2019/05/30,PM25,4
2,2019/05/30,NO2,
2,2019/05/30,O3,70
2,2019/05/30,C6H6,0.5
6,2019/05/30,PM10,13
6,2019/05/30,PM25,6
6,2019/05/30,NO2,
6,2019/05/30,CO_8h,0.6
6,2019/05/30,C6H6,0.5
7,2019/05/30,PM10,9
7,2019/05/30,NO2,59
7,2019/05/30,O3,79
8,2019/05/30,NO2,
8,2019/05/30,CO_8h,
8,2019/05/30,C6H6,
1,2019/05/31,NO2,
3,2019/05/31,NO2,79
3,2019/05/31,CO_8h,0.8
4,2019/05/31,PM10,10
4,2019/05/31,NO2,76
4,2019/05/31,CO_8h,0.6
4,2019/05/31,C6H6,1.4
5,2019/05/31,NO2,
5,2019/05/31,O3,
2,2019/05/31,SO2,2.5
2,2019/05/31,PM10,9
2,2019/05/31,PM25,6
2,2019/05/31,NO2,
2,2019/05/31,O3,100
2,2019/05/31,C6H6,0.5
6,2019/05/31,PM10,13
6,2019/05/31,PM25,5
6,2019/05/31,NO2,
6,2019/05/31,CO_8h,0.7
6,2019/05/31,C6H6,0.5
7,2019/05/31,PM10,10
7,2019/05/31,NO2,66
7,2019/05/31,O3,100
8,2019/05/31,NO2,
8,2019/05/31,CO_8h,
8,2019/05/31,C6H6,
1,2019/06/03,NO2,
3,2019/06/03,NO2,115
3,2019/06/03,CO_8h,1.4
4,2019/06/03,PM10,22
4,2019/06/03,NO2,105
4,2019/06/03,CO_8h,0.8
4,2019/06/03,C6H6,1.1
5,2019/06/03,NO2,
5,2019/06/03,O3,
2,2019/06/03,SO2,13
2,2019/06/03,PM10,16
2,2019/06/03,PM25,12
2,2019/06/03,NO2,
2,2019/06/03,O3,132
2,2019/06/03,C6H6,1
6,2019/06/03,PM10,19
6,2019/06/03,PM25,11
6,2019/06/03,NO2,46
6,2019/06/03,CO_8h,0.9
6,2019/06/03,C6H6,0.5
7,2019/06/03,PM10,18
7,2019/06/03,NO2,101
7,2019/06/03,O3,135
8,2019/06/03,NO2,
8,2019/06/03,CO_8h,
8,2019/06/03,C6H6,
1,2019/06/04,NO2,
3,2019/06/04,NO2,83
3,2019/06/04,CO_8h,0.6
4,2019/06/04,PM10,23
4,2019/06/04,NO2,
4,2019/06/04,CO_8h,0.6
4,2019/06/04,C6H6,0.5
5,2019/06/04,NO2,
5,2019/06/04,O3,
2,2019/06/04,SO2,11
2,2019/06/04,PM10,19
2,2019/06/04,PM25,13
2,2019/06/04,NO2,
2,2019/06/04,O3,134
2,2019/06/04,C6H6,0.5
6,2019/06/04,PM10,
6,2019/06/04,PM25,
6,2019/06/04,NO2,
6,2019/06/04,CO_8h,0.7
6,2019/06/04,C6H6,
7,2019/06/04,PM10,17
7,2019/06/04,NO2,60
7,2019/06/04,O3,136
8,2019/06/04,NO2,
8,2019/06/04,CO_8h,
8,2019/06/04,C6H6,
1,2019/06/05,NO2,
3,2019/06/05,NO2,59
3,2019/06/05,CO_8h,0.7
4,2019/06/05,PM10,25
4,2019/06/05,NO2,95
4,2019/06/05,CO_8h,0.6
4,2019/06/05,C6H6,0.5
5,2019/06/05,NO2,
5,2019/06/05,O3,
2,2019/06/05,SO2,9
2,2019/06/05,PM10,21
2,2019/06/05,PM25,13
2,2019/06/05,NO2,
2,2019/06/05,O3,142
2,2019/06/05,C6H6,0.5
6,2019/06/05,PM10,
6,2019/06/05,PM25,
6,2019/06/05,NO2,
6,2019/06/05,CO_8h,
6,2019/06/05,C6H6,
7,2019/06/05,PM10,20
7,2019/06/05,NO2,67
7,2019/06/05,O3,149
8,2019/06/05,NO2,
8,2019/06/05,CO_8h,
8,2019/06/05,C6H6,
1,2019/06/06,NO2,
3,2019/06/06,NO2,50
3,2019/06/06,CO_8h,0.7
4,2019/06/06,PM10,21
4,2019/06/06,NO2,54
4,2019/06/06,CO_8h,0.5
4,2019/06/06,C6H6,0.5
5,2019/06/06,NO2,
5,2019/06/06,O3,
2,2019/06/06,SO2,5
2,2019/06/06,PM10,18
2,2019/06/06,PM25,12
2,2019/06/06,NO2,
2,2019/06/06,O3,127
2,2019/06/06,C6H6,0.5
6,2019/06/06,PM10,20
6,2019/06/06,PM25,7
6,2019/06/06,NO2,21
6,2019/06/06,CO_8h,0.6
6,2019/06/06,C6H6,0.5
7,2019/06/06,PM10,17
7,2019/06/06,NO2,51
7,2019/06/06,O3,130
8,2019/06/06,NO2,
8,2019/06/06,CO_8h,
8,2019/06/06,C6H6,
1,2019/06/07,NO2,
3,2019/06/07,NO2,40
3,2019/06/07,CO_8h,0.8
4,2019/06/07,PM10,33
