stazione_id,data,inquinante,valore
7,2019/02/26,O3,57
8,2019/02/26,NO2,
8,2019/02/26,CO_8h,
8,2019/02/26,C6H6,
1,2019/02/27,NO2,
3,2019/02/27,NO2,130
3,2019/02/27,CO_8h,1.9
4,2019/02/27,PM10,74
4,2019/02/27,NO2,182
4,2019/02/27,CO_8h,2.5
4,2019/02/27,C6H6,4.8
5,2019/02/27,NO2,
5,2019/02/27,O3,
2,2019/02/27,SO2,14
2,2019/02/27,PM10,72
2,2019/02/27,PM25,47
2,2019/02/27,NO2,158
2,2019/02/27,O3,52
2,2019/02/27,C6H6,4.1
6,2019/02/27,PM10,72
6,2019/02/27,PM25,39
6,2019/02/27,NO2,110
6,2019/02/27,CO_8h,2.4
6,2019/02/27,C6H6,3.6
7,2019/02/27,PM10,61
7,2019/02/27,NO2,143
7,2019/02/27,O3,45
8,2019/02/27,NO2,
8,2019/02/27,CO_8h,
8,2019/02/27,C6H6,
1,2019/02/28,NO2,
3,2019/02/28,NO2,168
3,2019/02/28,CO_8h,2.8
4,2019/02/28,PM10,88
4,2019/02/28,NO2,234
4,2019/02/28,CO_8h,3.2
4,2019/02/28,C6H6,6
5,2019/02/28,NO2,
5,2019/02/28,O3,
2,2019/02/28,SO2,9
2,2019/02/28,PM10,69
2,2019/02/28,PM25,47
2,2019/02/28,NO2,146
2,2019/02/28,O3,65
2,2019/02/28,C6H6,4.4
6,2019/02/28,PM10,79
6,2019/02/28,PM25,44
6,2019/02/28,NO2,116
6,2019/02/28,CO_8h,2.7
6,2019/02/28,C6H6,4.5
7,2019/02/28,PM10,62
7,2019/02/28,NO2,199
7,2019/02/28,O3,49
8,2019/02/28,NO2,
8,2019/02/28,CO_8h,
8,2019/02/28,C6H6,
1,2019/03/01,NO2,
3,2019/03/01,NO2,147
3,2019/03/01,CO_8h,3.7
4,2019/03/01,PM10,76
4,2019/03/01,NO2,141
4,2019/03/01,CO_8h,3.4
4,2019/03/01,C6H6,3.9
5,2019/03/01,NO2,
5,2019/03/01,O3,
2,2019/03/01,SO2,8
2,2019/03/01,PM10,54
2,2019/03/01,PM25,41
2,2019/03/01,NO2,113
2,2019/03/01,O3,84
2,2019/03/01,C6H6,2.6
6,2019/03/01,PM10,64
6,2019/03/01,PM25,42
6,2019/03/01,NO2,125
6,2019/03/01,CO_8h,2.7
6,2019/03/01,C6H6,2.3
7,2019/03/01,PM10,58
7,2019/03/01,NO2,127
7,2019/03/01,O3,72
8,2019/03/01,NO2,
8,2019/03/01,CO_8h,
8,2019/03/01,C6H6,
1,2019/03/04,NO2,
3,2019/03/04,NO2,87
3,2019/03/04,CO_8h,1.4
4,2019/03/04,PM10,50
4,2019/03/04,NO2,144
4,2019/03/04,CO_8h,2.6
4,2019/03/04,C6H6,2.6
5,2019/03/04,NO2,
5,2019/03/04,O3,
2,2019/03/04,SO2,7
2,2019/03/04,PM10,38
2,2019/03/04,PM25,29
2,2019/03/04,NO2,117
2,2019/03/04,O3,83
2,2019/03/04,C6H6,2.1
6,2019/03/04,PM10,46
6,2019/03/04,PM25,29
6,2019/03/04,NO2,78
6,2019/03/04,CO_8h,1.9
6,2019/03/04,C6H6,1.7
7,2019/03/04,PM10,38
7,2019/03/04,NO2,111
7,2019/03/04,O3,80
8,2019/03/04,NO2,
8,2019/03/04,CO_8h,
8,2019/03/04,C6H6,
1,2019/03/05,NO2,
3,2019/03/05,NO2,84
3,2019/03/05,CO_8h,1.2
4,2019/03/05,PM10,50
4,2019/03/05,NO2,120
4,2019/03/05,CO_8h,1.7
4,2019/03/05,C6H6,3.1
5,2019/03/05,NO2,
5,2019/03/05,O3,
2,2019/03/05,SO2,2.5
2,2019/03/05,PM10,40
2,2019/03/05,PM25,26
2,2019/03/05,NO2,99
2,2019/03/05,O3,65
2,2019/03/05,C6H6,2.3
6,2019/03/05,PM10,42
6,2019/03/05,PM25,24
6,2019/03/05,NO2,100
6,2019/03/05,CO_8h,2
6,2019/03/05,C6H6,2.3
7,2019/03/05,PM10,35
7,2019/03/05,NO2,126
7,2019/03/05,O3,62
8,2019/03/05,NO2,
8,2019/03/05,CO_8h,
8,2019/03/05,C6H6,
1,2019/03/06,NO2,
3,2019/03/06,NO2,127
3,2019/03/06,CO_8h,1.2
4,2019/03/06,PM10,36
4,2019/03/06,NO2,191
4,2019/03/06,CO_8h,2.3
4,2019/03/06,C6H6,3.4
5,2019/03/06,NO2,
5,2019/03/06,O3,
2,2019/03/06,SO2,6
2,2019/03/06,PM10,29
2,2019/03/06,PM25,21
2,2019/03/06,NO2,117
2,2019/03/06,O3,81
2,2019/03/06,C6H6,2.5
6,2019/03/06,PM10,35
6,2019/03/06,PM25,19
6,2019/03/06,NO2,87
6,2019/03/06,CO_8h,1.9
6,2019/03/06,C6H6,2.4
7,2019/03/06,PM10,29
7,2019/03/06,NO2,123
7,2019/03/06,O3,71
8,2019/03/06,NO2,
8,2019/03/06,CO_8h,
8,2019/03/06,C6H6,
1,2019/03/07,NO2,
3,2019/03/07,NO2,94
3,2019/03/07,CO_8h,1.3
4,2019/03/07,PM10,58
4,2019/03/07,NO2,129
4,2019/03/07,CO_8h,2.4
4,2019/03/07,C6H6,3.8
5,2019/03/07,NO2,
5,2019/03/07,O3,
2,2019/03/07,SO2,2.5
2,2019/03/07,PM10,48
2,2019/03/07,PM25,34
2,2019/03/07,NO2,98
2,2019/03/07,O3,50
2,2019/03/07,C6H6,2.8
6,2019/03/07,PM10,52
6,2019/03/07,PM25,31
6,2019/03/07,NO2,76
6,2019/03/07,CO_8h,1.9
6,2019/03/07,C6H6,2.1
7,2019/03/07,PM10,47
7,2019/03/07,NO2,100
7,2019/03/07,O3,40
8,2019/03/07,NO2,
8,2019/03/07,CO_8h,
8,2019/03/07,C6H6,
1,2019/03/08,NO2,
3,2019/03/08,NO2,93
3,2019/03/08,CO_8h,1.1
4,2019/03/08,PM10,56
4,2019/03/08,NO2,106
4,2019/03/08,CO_8h,1.6
4,2019/03/08,C6H6,2.3
5,2019/03/08,NO2,
5,2019/03/08,O3,
2,2019/03/08,SO2,2.5
2,2019/03/08,PM10,42
2,2019/03/08,PM25,30
2,2019/03/08,NO2,91
2,2019/03/08,O3,52
2,2019/03/08,C6H6,1.7
6,2019/03/08,PM10,51
6,2019/03/08,PM25,29
6,2019/03/08,NO2,74
6,2019/03/08,CO_8h,1.9
6,2019/03/08,C6H6,1.6
7,2019/03/08,PM10,45
7,2019/03/08,NO2,88
7,2019/03/08,O3,49
8,2019/03/08,NO2,
8,2019/03/08,CO_8h,
8,2019/03/08,C6H6,
1,2019/03/11,NO2,
3,2019/03/11,NO2,50
3,2019/03/11,CO_8h,0.7
4,2019/03/11,PM10,23
4,2019/03/11,NO2,63
4,2019/03/11,CO_8h,1.1
4,2019/03/11,C6H6,1.1
5,2019/03/11,NO2,
5,2019/03/11,O3,
2,2019/03/11,SO2,2.5
2,2019/03/11,PM10,20
2,2019/03/11,PM25,11
2,2019/03/11,NO2,55
2,2019/03/11,O3,76
2,2019/03/11,C6H6,0.5
6,2019/03/11,PM10,28
6,2019/03/11,PM25,12
6,2019/03/11,NO2,56
6,2019/03/11,CO_8h,1.7
6,2019/03/11,C6H6,1
7,2019/03/11,PM10,19
7,2019/03/11,NO2,61
7,2019/03/11,O3,73
8,2019/03/11,NO2,
8,2019/03/11,CO_8h,
8,2019/03/11,C6H6,
1,2019/03/12,NO2,
3,2019/03/12,NO2,75
3,2019/03/12,CO_8h,0.6
4,2019/03/12,PM10,16
4,2019/03/12,NO2,99
4,2019/03/12,CO_8h,1.1
4,2019/03/12,C6H6,0.5
5,2019/03/12,NO2,
5,2019/03/12,O3,
2,2019/03/12,SO2,7
2,2019/03/12,PM10,21
2,2019/03/12,PM25,18
2,2019/03/12,NO2,89
2,2019/03/12,O3,85
2,2019/03/12,C6H6,0.5
6,2019/03/12,PM10,15
6,2019/03/12,PM25,8
6,2019/03/12,NO2,85
6,2019/03/12,CO_8h,1.7
6,2019/03/12,C6H6,1.1
7,2019/03/12,PM10,19
7,2019/03/12,NO2,93
7,2019/03/12,O3,73
8,2019/03/12,NO2,
8,2019/03/12,CO_8h,
8,2019/03/12,C6H6,
1,2019/03/13,NO2,
3,2019/03/13,NO2,81
3,2019/03/13,CO_8h,0.7
4,2019/03/13,PM10,9
4,2019/03/13,NO2,109
4,2019/03/13,CO_8h,1.1
4,2019/03/13,C6H6,1.1
5,2019/03/13,NO2,
5,2019/03/13,O3,
2,2019/03/13,SO2,8
2,2019/03/13,PM10,13
2,2019/03/13,PM25,10
2,2019/03/13,NO2,93
2,2019/03/13,O3,85
2,2019/03/13,C6H6,0.5
6,2019/03/13,PM10,17
6,2019/03/13,PM25,8
6,2019/03/13,NO2,75
6,2019/03/13,CO_8h,1.6
6,2019/03/13,C6H6,1.1
7,2019/03/13,PM10,11
7,2019/03/13,NO2,85
7,2019/03/13,O3,78
8,2019/03/13,NO2,
8,2019/03/13,CO_8h,
8,2019/03/13,C6H6,
1,2019/03/14,NO2,
3,2019/03/14,NO2,83
3,2019/03/14,CO_8h,0.8
4,2019/03/14,PM10,23
4,2019/03/14,NO2,108
4,2019/03/14,CO_8h,1.3
4,2019/03/14,C6H6,1.5
5,2019/03/14,NO2,
5,2019/03/14,O3,
2,2019/03/14,SO2,5
2,2019/03/14,PM10,22
2,2019/03/14,PM25,14
2,2019/03/14,NO2,98
2,2019/03/14,O3,82
2,2019/03/14,C6H6,1.1
6,2019/03/14,PM10,26
6,2019/03/14,PM25,11
6,2019/03/14,NO2,84
6,2019/03/14,CO_8h,1.8
6,2019/03/14,C6H6,1.1
7,2019/03/14,PM10,20
7,2019/03/14,NO2,119
7,2019/03/14,O3,76
8,2019/03/14,NO2,
8,2019/03/14,CO_8h,
8,2019/03/14,C6H6,
1,2019/03/15,NO2,
3,2019/03/15,NO2,69
3,2019/03/15,CO_8h,0.9
4,2019/03/15,PM10,26
4,2019/03/15,NO2,92
4,2019/03/15,CO_8h,1.4
4,2019/03/15,C6H6,1.4
5,2019/03/15,NO2,
5,2019/03/15,O3,
2,2019/03/15,SO2,2.5
2,2019/03/15,PM10,23
2,2019/03/15,PM25,15
2,2019/03/15,NO2,82
2,2019/03/15,O3,80
2,2019/03/15,C6H6,1.5
6,2019/03/15,PM10,33
6,2019/03/15,PM25,18
6,2019/03/15,NO2,81
6,2019/03/15,CO_8h,1.9
6,2019/03/15,C6H6,1.6
7,2019/03/15,PM10,25
7,2019/03/15,NO2,86
7,2019/03/15,O3,73
8,2019/03/15,NO2,
8,2019/03/15,CO_8h,
8,2019/03/15,C6H6,
1,2019/03/18,NO2,
3,2019/03/18,NO2,53
3,2019/03/18,CO_8h,0.9
4,2019/03/18,PM10,26
4,2019/03/18,NO2,62
4,2019/03/18,CO_8h,1.1
4,2019/03/18,C6H6,0.5
5,2019/03/18,NO2,
5,2019/03/18,O3,
2,2019/03/18,SO2,2.5
2,2019/03/18,PM10,32
2,2019/03/18,PM25,17
2,2019/03/18,NO2,41
2,2019/03/18,O3,70
2,2019/03/18,C6H6,0.5
6,2019/03/18,PM10,35
6,2019/03/18,PM25,14
6,2019/03/18,NO2,50
6,2019/03/18,CO_8h,1.8
6,2019/03/18,C6H6,0.5
7,2019/03/18,PM10,27
7,2019/03/18,NO2,60
7,2019/03/18,O3,66
8,2019/03/18,NO2,
8,2019/03/18,CO_8h,
8,2019/03/18,C6H6,
1,2019/03/19,NO2,
3,2019/03/19,NO2,77
3,2019/03/19,CO_8h,0.7
4,2019/03/19,PM10,8
4,2019/03/19,NO2,71
4,2019/03/19,CO_8h,1.1
4,2019/03/19,C6H6,0.5
5,2019/03/19,NO2,
5,2019/03/19,O3,
2,2019/03/19,SO2,2.5
2,2019/03/19,PM10,7
2,2019/03/19,PM25,4
2,2019/03/19,NO2,64
2,2019/03/19,O3,86
2,2019/03/19,C6H6,0.5
6,2019/03/19,PM10,15
6,2019/03/19,PM25,7
6,2019/03/19,NO2,73
6,2019/03/19,CO_8h,1.7
6,2019/03/19,C6H6,0.5
7,2019/03/19,PM10,10
7,2019/03/19,NO2,79
7,2019/03/19,O3,74
8,2019/03/19,NO2,
8,2019/03/19,CO_8h,
8,2019/03/19,C6H6,
1,2019/03/21,NO2,
3,2019/03/21,NO2,83
3,2019/03/21,CO_8h,1
4,2019/03/21,PM10,22
4,2019/03/21,NO2,88
4,2019/03/21,CO_8h,1.3
4,2019/03/21,C6H6,1.3
5,2019/03/21,NO2,
5,2019/03/21,O3,
2,2019/03/21,SO2,6
2,2019/03/21,PM10,26
2,2019/03/21,PM25,18
2,2019/03/21,NO2,85
2,2019/03/21,O3,78
2,2019/03/21,C6H6,1.1
6,2019/03/21,PM10,26
6,2019/03/21,PM25,17
6,2019/03/21,NO2,71
6,2019/03/21,CO_8h,
6,2019/03/21,C6H6,1.1
7,2019/03/21,PM10,19
7,2019/03/21,NO2,90
7,2019/03/21,O3,72
8,2019/03/21,NO2,
8,2019/03/21,CO_8h,
8,2019/03/21,C6H6,
1,2019/03/22,NO2,
3,2019/03/22,NO2,86
3,2019/03/22,CO_8h,1.1
4,2019/03/22,PM10,33
4,2019/03/22,NO2,116
4,2019/03/22,CO_8h,1.4
4,2019/03/22,C6H6,1.6
5,2019/03/22,NO2,
5,2019/03/22,O3,
2,2019/03/22,SO2,5
2,2019/03/22,PM10,33
2,2019/03/22,PM25,24
2,2019/03/22,NO2,119
2,2019/03/22,O3,82
2,2019/03/22,C6H6,1.4
6,2019/03/22,PM10,40
6,2019/03/22,PM25,22
6,2019/03/22,NO2,81
6,2019/03/22,CO_8h,0.7
6,2019/03/22,C6H6,1.5
7,2019/03/22,PM10,29
7,2019/03/22,NO2,96
7,2019/03/22,O3,70
8,2019/03/22,NO2,
8,2019/03/22,CO_8h,
8,2019/03/22,C6H6,
1,2019/03/25,NO2,
3,2019/03/25,NO2,121
3,2019/03/25,CO_8h,2.3
4,2019/03/25,PM10,46
4,2019/03/25,NO2,124
4,2019/03/25,CO_8h,2.1
4,2019/03/25,C6H6,2.3
5,2019/03/25,NO2,
5,2019/03/25,O3,
2,2019/03/25,SO2,2.5
2,2019/03/25,PM10,45
2,2019/03/25,PM25,33
2,2019/03/25,NO2,125
2,2019/03/25,O3,126
2,2019/03/25,C6H6,2.4
6,2019/03/25,PM10,52
6,2019/03/25,PM25,34
6,2019/03/25,NO2,106
6,2019/03/25,CO_8h,1.3
6,2019/03/25,C6H6,1.9
7,2019/03/25,PM10,45
7,2019/03/25,NO2,135
7,2019/03/25,O3,127
8,2019/03/25,NO2,
8,2019/03/25,CO_8h,
8,2019/03/25,C6H6,
1,2019/03/26,NO2,
3,2019/03/26,NO2,61
3,2019/03/26,CO_8h,0.7
4,2019/03/26,PM10,27
4,2019/03/26,NO2,113
4,2019/03/26,CO_8h,1.3
4,2019/03/26,C6H6,1.2
5,2019/03/26,NO2,
5,2019/03/26,O3,
2,2019/03/26,SO2,2.5
2,2019/03/26,PM10,26
2,2019/03/26,PM25,27
2,2019/03/26,NO2,
2,2019/03/26,O3,101
2,2019/03/26,C6H6,0.5
6,2019/03/26,PM10,33
6,2019/03/26,PM25,20
6,2019/03/26,NO2,71
6,2019/03/26,CO_8h,0.8
6,2019/03/26,C6H6,0.5
7,2019/03/26,PM10,25
7,2019/03/26,NO2,77
7,2019/03/26,O3,95
8,2019/03/26,NO2,
8,2019/03/26,CO_8h,
8,2019/03/26,C6H6,
1,2019/03/27,NO2,
3,2019/03/27,NO2,59
3,2019/03/27,CO_8h,0.7
4,2019/03/27,PM10,15
4,2019/03/27,NO2,103
4,2019/03/27,CO_8h,0.6
4,2019/03/27,C6H6,1.2
5,2019/03/27,NO2,
5,2019/03/27,O3,
2,2019/03/27,SO2,2.5
2,2019/03/27,PM10,16
2,2019/03/27,PM25,10
2,2019/03/27,NO2,
2,2019/03/27,O3,92
2,2019/03/27,C6H6,0.5
6,2019/03/27,PM10,19
6,2019/03/27,PM25,10
6,2019/03/27,NO2,59
6,2019/03/27,CO_8h,0.7
6,2019/03/27,C6H6,0.5
7,2019/03/27,PM10,17
7,2019/03/27,NO2,87
7,2019/03/27,O3,89
8,2019/03/27,NO2,
8,2019/03/27,CO_8h,
8,2019/03/27,C6H6,
1,2019/03/28,NO2,
3,2019/03/28,NO2,59
3,2019/03/28,CO_8h,1.1
4,2019/03/28,PM10,25
4,2019/03/28,NO2,90
4,2019/03/28,CO_8h,0.6
4,2019/03/28,C6H6,1.8
5,2019/03/28,NO2,
5,2019/03/28,O3,
2,2019/03/28,SO2,2.5
2,2019/03/28,PM10,23
2,2019/03/28,PM25,16
2,2019/03/28,NO2,65
2,2019/03/28,O3,89
2,2019/03/28,C6H6,0.5
6,2019/03/28,PM10,22
6,2019/03/28,PM25,12
6,2019/03/28,NO2,57
6,2019/03/28,CO_8h,0.7
6,2019/03/28,C6H6,1.1
7,2019/03/28,PM10,19
7,2019/03/28,NO2,83
7,2019/03/28,O3,81
8,2019/03/28,NO2,
8,2019/03/28,CO_8h,
8,2019/03/28,C6H6,
1,2019/03/29,NO2,
3,2019/03/29,NO2,68
3,2019/03/29,CO_8h,0.7
4,2019/03/29,PM10,26
4,2019/03/29,NO2,91
4,2019/03/29,CO_8h,0.6
4,2019/03/29,C6H6,1.5
5,2019/03/29,NO2,
5,2019/03/29,O3,
2,2019/03/29,SO2,2.5
2,2019/03/29,PM10,27
2,2019/03/29,PM25,18
2,2019/03/29,NO2,83
2,2019/03/29,O3,84
2,2019/03/29,C6H6,1
6,2019/03/29,PM10,29
6,2019/03/29,PM25,12
6,2019/03/29,NO2,62
6,2019/03/29,CO_8h,0.7
6,2019/03/29,C6H6,1.1
7,2019/03/29,PM10,23
7,2019/03/29,NO2,77
7,2019/03/29,O3,78
8,2019/03/29,NO2,
8,2019/03/29,CO_8h,
8,2019/03/29,C6H6,
1,2019/04/01,NO2,
3,2019/04/01,NO2,113
3,2019/04/01,CO_8h,1.4
4,2019/04/01,PM10,46
4,2019/04/01,NO2,138
4,2019/04/01,CO_8h,1.1
4,2019/04/01,C6H6,2.1
5,2019/04/01,NO2,
5,2019/04/01,O3,
2,2019/04/01,SO2,7
2,2019/04/01,PM10,44
2,2019/04/01,PM25,32
2,2019/04/01,NO2,92
2,2019/04/01,O3,121
2,2019/04/01,C6H6,2
6,2019/04/01,PM10,52
6,2019/04/01,PM25,33
6,2019/04/01,NO2,90
6,2019/04/01,CO_8h,1
6,2019/04/01,C6H6,1.6
7,2019/04/01,PM10,41
7,2019/04/01,NO2,112
7,2019/04/01,O3,127
8,2019/04/01,NO2,
8,2019/04/01,CO_8h,
8,2019/04/01,C6H6,
1,2019/04/02,NO2,
3,2019/04/02,NO2,118
3,2019/04/02,CO_8h,1.4
4,2019/04/02,PM10,52
4,2019/04/02,NO2,167
4,2019/04/02,CO_8h,1.3
4,2019/04/02,C6H6,2.7
5,2019/04/02,NO2,
5,2019/04/02,O3,
2,2019/04/02,SO2,5
2,2019/04/02,PM10,52
2,2019/04/02,PM25,35
2,2019/04/02,NO2,105
2,2019/04/02,O3,119
2,2019/04/02,C6H6,1.8
6,2019/04/02,PM10,55
6,2019/04/02,PM25,33
6,2019/04/02,NO2,102
6,2019/04/02,CO_8h,
6,2019/04/02,C6H6,1.8
7,2019/04/02,PM10,
7,2019/04/02,NO2,131
7,2019/04/02,O3,109
8,2019/04/02,NO2,
8,2019/04/02,CO_8h,
8,2019/04/02,C6H6,
1,2019/04/03,NO2,
3,2019/04/03,NO2,88
3,2019/04/03,CO_8h,1.4
4,2019/04/03,PM10,52
4,2019/04/03,NO2,128
4,2019/04/03,CO_8h,1.3
4,2019/04/03,C6H6,2.4
5,2019/04/03,NO2,
5,2019/04/03,O3,
2,2019/04/03,SO2,7
2,2019/04/03,PM10,44
2,2019/04/03,PM25,33
2,2019/04/03,NO2,90
2,2019/04/03,O3,112
2,2019/04/03,C6H6,1.3
6,2019/04/03,PM10,51
6,2019/04/03,PM25,33
6,2019/04/03,NO2,94
6,2019/04/03,CO_8h,
6,2019/04/03,C6H6,1.5
7,2019/04/03,PM10,43
7,2019/04/03,NO2,115
7,2019/04/03,O3,108
8,2019/04/03,NO2,
8,2019/04/03,CO_8h,
8,2019/04/03,C6H6,
1,2019/04/04,NO2,
3,2019/04/04,NO2,74
3,2019/04/04,CO_8h,1
4,2019/04/04,PM10,29
4,2019/04/04,NO2,85
4,2019/04/04,CO_8h,0.8
4,2019/04/04,C6H6,1.3
5,2019/04/04,NO2,
5,2019/04/04,O3,
2,2019/04/04,SO2,2.5
2,2019/04/04,PM10,25
2,2019/04/04,PM25,19
2,2019/04/04,NO2,54
2,2019/04/04,O3,94
2,2019/04/04,C6H6,0.5
6,2019/04/04,PM10,30
6,2019/04/04,PM25,20
6,2019/04/04,NO2,47
6,2019/04/04,CO_8h,0.6
6,2019/04/04,C6H6,1.1
7,2019/04/04,PM10,25
7,2019/04/04,NO2,84
7,2019/04/04,O3,102
8,2019/04/04,NO2,
8,2019/04/04,CO_8h,
8,2019/04/04,C6H6,
1,2019/04/05,NO2,
3,2019/04/05,NO2,62
3,2019/04/05,CO_8h,0.9
4,2019/04/05,PM10,17
4,2019/04/05,NO2,89
4,2019/04/05,CO_8h,0.7
4,2019/04/05,C6H6,1.2
5,2019/04/05,NO2,
5,2019/04/05,O3,
2,2019/04/05,SO2,2.5
2,2019/04/05,PM10,12
2,2019/04/05,PM25,9
2,2019/04/05,NO2,49
2,2019/04/05,O3,67
2,2019/04/05,C6H6,0.5
6,2019/04/05,PM10,17
6,2019/04/05,PM25,11
6,2019/04/05,NO2,41
6,2019/04/05,CO_8h,0.5
6,2019/04/05,C6H6,0.5
7,2019/04/05,PM10,12
7,2019/04/05,NO2,71
7,2019/04/05,O3,70
8,2019/04/05,NO2,
8,2019/04/05,CO_8h,
8,2019/04/05,C6H6,
1,2019/04/08,NO2,
3,2019/04/08,NO2,37
3,2019/04/08,CO_8h,0.8
4,2019/04/08,PM10,24
4,2019/04/08,NO2,64
4,2019/04/08,CO_8h,0.7
4,2019/04/08,C6H6,1.1
5,2019/04/08,NO2,
5,2019/04/08,O3,
2,2019/04/08,SO2,2.5
2,2019/04/08,PM10,19
2,2019/04/08,PM25,15
2,2019/04/08,NO2,37
2,2019/04/08,O3,84
2,2019/04/08,C6H6,0.5
6,2019/04/08,PM10,25
6,2019/04/08,PM25,16
6,2019/04/08,NO2,26
6,2019/04/08,CO_8h,0.5
6,2019/04/08,C6H6,0.5
7,2019/04/08,PM10,18
7,2019/04/08,NO2,44
7,2019/04/08,O3,89
8,2019/04/08,NO2,
8,2019/04/08,CO_8h,
8,2019/04/08,C6H6,
1,2019/04/09,NO2,
3,2019/04/09,NO2,52
3,2019/04/09,CO_8h,0.7
4,2019/04/09,PM10,17
4,2019/04/09,NO2,95
4,2019/04/09,CO_8h,0.6
4,2019/04/09,C6H6,1.1
5,2019/04/09,NO2,
5,2019/04/09,O3,
2,2019/04/09,SO2,6
2,2019/04/09,PM10,14
2,2019/04/09,PM25,12
2,2019/04/09,NO2,48
2,2019/04/09,O3,92
2,2019/04/09,C6H6,0.5
6,2019/04/09,PM10,23
6,2019/04/09,PM25,15
6,2019/04/09,NO2,40
6,2019/04/09,CO_8h,0.6
6,2019/04/09,C6H6,1.2
7,2019/04/09,PM10,17
7,2019/04/09,NO2,74
7,2019/04/09,O3,92
8,2019/04/09,NO2,
8,2019/04/09,CO_8h,
8,2019/04/09,C6H6,
1,2019/04/10,NO2,
3,2019/04/10,NO2,73
3,2019/04/10,CO_8h,0.9
4,2019/04/10,PM10,16
4,2019/04/10,NO2,84
4,2019/04/10,CO_8h,0.8
4,2019/04/10,C6H6,1.2
5,2019/04/10,NO2,
5,2019/04/10,O3,
2,2019/04/10,SO2,2.5
2,2019/04/10,PM10,14
2,2019/04/10,PM25,11
2,2019/04/10,NO2,48
2,2019/04/10,O3,99
2,2019/04/10,C6H6,0.5
6,2019/04/10,PM10,20
6,2019/04/10,PM25,13
6,2019/04/10,NO2,37
6,2019/04/10,CO_8h,0.6
6,2019/04/10,C6H6,1.1
7,2019/04/10,PM10,14
7,2019/04/10,NO2,62
7,2019/04/10,O3,100
8,2019/04/10,NO2,
8,2019/04/10,CO_8h,
8,2019/04/10,C6H6,
1,2019/04/11,NO2,
3,2019/04/11,NO2,73
3,2019/04/11,CO_8h,1.1
4,2019/04/11,PM10,24
4,2019/04/11,NO2,99
4,2019/04/11,CO_8h,0.8
4,2019/04/11,C6H6,1.5
5,2019/04/11,NO2,
5,2019/04/11,O3,
2,2019/04/11,SO2,5
2,2019/04/11,PM10,20
2,2019/04/11,PM25,15
2,2019/04/11,NO2,80
2,2019/04/11,O3,89
2,2019/04/11,C6H6,1.1
6,2019/04/11,PM10,28
6,2019/04/11,PM25,18
6,2019/04/11,NO2,49
6,2019/04/11,CO_8h,0.7
6,2019/04/11,C6H6,1.2
7,2019/04/11,PM10,22
7,2019/04/11,NO2,92
7,2019/04/11,O3,92
8,2019/04/11,NO2,
8,2019/04/11,CO_8h,
8,2019/04/11,C6H6,
1,2019/04/12,NO2,
3,2019/04/12,NO2,63
3,2019/04/12,CO_8h,1.7
4,2019/04/12,PM10,22
4,2019/04/12,NO2,84
4,2019/04/12,CO_8h,0.9
4,2019/04/12,C6H6,1.6
5,2019/04/12,NO2,
5,2019/04/12,O3,
2,2019/04/12,SO2,2.5
2,2019/04/12,PM10,15
2,2019/04/12,PM25,12
2,2019/04/12,NO2,56
2,2019/04/12,O3,66
2,2019/04/12,C6H6,1
6,2019/04/12,PM10,20
6,2019/04/12,PM25,13
6,2019/04/12,NO2,37
6,2019/04/12,CO_8h,0.6
6,2019/04/12,C6H6,1
7,2019/04/12,PM10,17
7,2019/04/12,NO2,75
7,2019/04/12,O3,66
8,2019/04/12,NO2,
8,2019/04/12,CO_8h,
8,2019/04/12,C6H6,
1,2019/04/15,NO2,
3,2019/04/15,NO2,40
3,2019/04/15,CO_8h,0.8
4,2019/04/15,PM10,11
4,2019/04/15,NO2,58
4,2019/04/15,CO_8h,0.8
4,2019/04/15,C6H6,0.5
5,2019/04/15,NO2,
5,2019/04/15,O3,
2,2019/04/15,SO2,2.5
2,2019/04/15,PM10,7
2,2019/04/15,PM25,6
2,2019/04/15,NO2,46
2,2019/04/15,O3,88
2,2019/04/15,C6H6,0.5
6,2019/04/15,PM10,11
6,2019/04/15,PM25,8
6,2019/04/15,NO2,31
6,2019/04/15,CO_8h,0.6
6,2019/04/15,C6H6,0.5
7,2019/04/15,PM10,
7,2019/04/15,NO2,
7,2019/04/15,O3,
8,2019/04/15,NO2,
8,2019/04/15,CO_8h,
8,2019/04/15,C6H6,
1,2019/04/16,NO2,
3,2019/04/16,NO2,54
3,2019/04/16,CO_8h,0.9
4,2019/04/16,PM10,13
4,2019/04/16,NO2,102
4,2019/04/16,CO_8h,1
4,2019/04/16,C6H6,1.7
5,2019/04/16,NO2,
5,2019/04/16,O3,
2,2019/04/16,SO2,2.5
2,2019/04/16,PM10,14
2,2019/04/16,PM25,10
2,2019/04/16,NO2,58
2,2019/04/16,O3,83
2,2019/04/16,C6H6,1.1
6,2019/04/16,PM10,16
6,2019/04/16,PM25,9
6,2019/04/16,NO2,40
6,2019/04/16,CO_8h,0.8
6,2019/04/16,C6H6,
7,2019/04/16,PM10,
7,2019/04/16,NO2,
7,2019/04/16,O3,
8,2019/04/16,NO2,
8,2019/04/16,CO_8h,
8,2019/04/16,C6H6,
1,2019/04/17,NO2,
3,2019/04/17,NO2,61
3,2019/04/17,CO_8h,1.1
4,2019/04/17,PM10,32
4,2019/04/17,NO2,108
4,2019/04/17,CO_8h,1.1
4,2019/04/17,C6H6,2.3
5,2019/04/17,NO2,
5,2019/04/17,O3,
2,2019/04/17,SO2,2.5
